strategy_name,total_return,annual_return,annual_volatility,max_drawdown,sharpe_ratio,sortino_ratio,skewness,kurtosis
FinGPT_Momentum_QQQ_Sleeve,0.12566544291235582,0.451686786463269,0.2566970049902083,-0.1433899462762107,1.7596106603600559,2.4881156191221545,-0.31873265665584477,0.5622143140118583
