date,AMAT,AMD,AMZN,COST,CSCO,GOOGL,ISRG,META,NFLX,QQQ,TSLA,TXN
2026-02-09,0.3636159440022639,0.0,0.0,0.0,0.0,1.6050987211082798e-06,0.0,0.0,0.0,0.6000000000000001,0.0,0.036382450899015095
2026-02-10,0.36344742820408954,0.0,0.0,0.0,0.0,1.5831434971049936e-06,0.0,0.0,0.0,0.5996606209545463,0.0,0.036890367697867056
2026-02-11,0.37002527102764293,0.0,0.0,0.0,0.0,1.523206636367547e-06,0.0,0.0,0.0,0.5926813751563106,0.0,0.03729183060941022
2026-02-12,0.36673952782450786,0.0,0.0,0.0,0.0,1.5526543618154934e-06,0.0,0.0,0.0,0.5956061150076486,0.0,0.03765280451348163
2026-02-13,0.3842824599810737,0.0,0.0,0.0,0.0,1.4893772064083613e-06,0.0,0.0,0.0,0.5786929495890138,0.0,0.03702310105270617
2026-02-17,0.3692426375884592,0.0,0.0,2.2603234960695498e-07,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.030757136379191252
2026-02-18,0.37423011261563927,0.0,0.0,2.1926137879631472e-07,0.0,0.0,0.0,0.0,0.0,0.5957738656415624,0.0,0.029995802481419614
2026-02-19,0.3759809069652355,0.0,0.0,2.1787564070523963e-07,0.0,0.0,0.0,0.0,0.0,0.594672673540776,0.0,0.02934620161834792
2026-02-20,0.3774222883814279,0.0,0.0,2.1492099927252345e-07,0.0,0.0,0.0,0.0,0.0,0.5933307271073964,0.0,0.029246769590176344
2026-02-23,0.2718403634122627,0.0,0.0,0.0,0.0,4.388974821927355e-07,0.0,0.0,0.0,0.6,0.0,0.1281591976902552
2026-02-24,0.27343161370206714,0.0,0.0,0.0,0.0,4.355237829632177e-07,0.0,0.0,0.0,0.6029252819052684,0.0,0.12364266886888153
2026-02-25,0.27976666869412614,0.0,0.0,0.0,0.0,4.291539876177054e-07,0.0,0.0,0.0,0.5988652463522222,0.0,0.12136765579966412
2026-02-26,0.2720114878945494,0.0,0.0,0.0,0.0,4.3087602963970215e-07,0.0,0.0,0.0,0.6046816185525756,0.0,0.12330646267684546
2026-02-27,0.2708118205372552,0.0,0.0,0.0,0.0,4.390851905221208e-07,0.0,0.0,0.0,0.6056003704056575,0.0,0.12358736997189691
2026-03-02,0.26292134775023235,0.0,0.0,1.7799594409320577e-07,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.13707847425382355
2026-03-03,0.2547659122731138,0.0,0.0,1.8362668771321557e-07,0.0,0.0,0.0,0.0,0.0,0.6093157582756205,0.0,0.1359181458245781
2026-03-04,0.2559120319170804,0.0,0.0,1.809473288622411e-07,0.0,0.0,0.0,0.0,0.0,0.6102010748226191,0.0,0.13388671231297178
2026-03-05,0.25109014749358066,0.0,0.0,1.7889091651335363e-07,0.0,0.0,0.0,0.0,0.0,0.6162436558857168,0.0,0.13266601772978595
2026-03-06,0.24213995978815436,0.0,0.0,1.869996009236412e-07,0.0,0.0,0.0,0.0,0.0,0.6246136753102872,0.0,0.1332461779019575
2026-03-09,0.32278960771567833,0.0,0.0,0.0,0.0,0.07721023772861246,0.0,1.5455570924059942e-07,0.0,0.6,0.0,0.0
2026-03-10,0.3271771942249062,0.0,0.0,0.0,0.0,0.07685969743334134,0.0,1.550972750443729e-07,0.0,0.5959629532444773,0.0,0.0
2026-03-11,0.3303533708937681,0.0,0.0,0.0,0.0,0.07687193173920695,0.0,1.5447415805926028e-07,0.0,0.5927745428928669,0.0,0.0
2026-03-12,0.32531918810088994,0.0,0.0,0.0,0.0,0.07748334028429274,0.0,1.5431123384171907e-07,0.0,0.5971973173035835,0.0,0.0
2026-03-13,0.3293474893165752,0.0,0.0,0.0,0.0,0.0771402507125446,0.0,1.4835802835280392e-07,0.0,0.5935121116128518,0.0,0.0
2026-03-16,0.0,0.0,0.0,0.0,0.046109891802371246,0.3538896772741429,0.0,4.3092348591127196e-07,0.0,0.6,0.0,0.0
2026-03-17,0.0,0.0,0.0,0.0,0.045896881403829845,0.3567609791137448,0.0,4.2367150291851647e-07,0.0,0.5973417158109224,0.0,0.0
2026-03-18,0.0,0.0,0.0,0.0,0.04552174145005428,0.3577048754160477,0.0,4.2443984819788827e-07,0.0,0.5967729586940499,0.0,0.0
2026-03-19,0.0,0.0,0.0,0.0,0.04614801003554533,0.3577705282772245,0.0,4.190887035699814e-07,0.0,0.5960810425985267,0.0,0.0
2026-03-20,0.0,0.0,0.0,0.0,0.04651052494728055,0.35729799044896665,0.0,4.178798994523883e-07,0.0,0.5961910667238534,0.0,0.0
2026-03-23,0.37183388332703604,0.0,0.0,0.0,0.0,2.3760438092987318e-07,0.0,0.028165879068583068,0.0,0.6,0.0,0.0
2026-03-24,0.38135331692189445,0.0,0.0,0.0,0.0,2.2666935940256832e-07,0.0,0.027429284391300032,0.0,0.5912171720174462,0.0,0.0
2026-03-25,0.37689926745371893,0.0,0.0,0.0,0.0,2.2722509034014546e-07,0.0,0.027541429148151875,0.0,0.5955590761730388,0.0,0.0
2026-03-26,0.3628322928380637,0.0,0.0,0.0,0.0,2.304276799589926e-07,0.0,0.02662255943709618,0.0,0.6105449172971602,0.0,0.0
2026-03-27,0.36665812240888607,0.0,0.0,0.0,0.0,2.283338667671481e-07,0.0,0.02593687698889798,0.0,0.6074047722683491,0.0,0.0
2026-03-30,0.3999995978126642,0.0,0.0,0.0,4.02187335816867e-07,0.0,0.0,0.0,0.0,0.6,0.0,0.0
2026-03-31,0.4055029834307716,0.0,0.0,0.0,3.882011661489266e-07,0.0,0.0,0.0,0.0,0.5944966283680623,0.0,0.0
2026-04-01,0.410879745360659,0.0,0.0,0.0,3.816612061176802e-07,0.0,0.0,0.0,0.0,0.589119872978135,0.0,0.0
2026-04-02,0.40693384419121026,0.0,0.0,0.0,3.9125398265571314e-07,0.0,0.0,0.0,0.0,0.5930657645548072,0.0,0.0
2026-04-06,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0
2026-04-07,0.0,0.0,0.0,0.0,0.4006784688539661,0.0,0.0,0.0,0.0,0.5993215311460339,0.0,0.0
2026-04-08,0.0,0.0,0.0,0.0,0.4024686922274556,0.0,0.0,0.0,0.0,0.5975313077725444,0.0,0.0
2026-04-09,0.0,0.0,0.0,0.0,0.3993237815664139,0.0,0.0,0.0,0.0,0.6006762184335861,0.0,0.0
