date,ticker,ml_datadate,ml_available_from,ml_bucket,ml_model,ml_score,ml_ensemble_score,z_ml_score,mom_20d,mom_60d,vol_20d,drawdown_60d,z_mom_20d,z_mom_60d,z_vol_20d,z_drawdown_60d,technical_score,z_technical_score,finrl_score,rank,selected
2026-01-16,ISRG,2025-09-30,2025-12-01,defensive,RF,-0.011923773495761618,-0.019503967396510637,-1.317709067726067,-0.03925580204467671,0.15615682951677834,0.01624899293311961,-0.09757945174706661,-0.482924414134504,0.8663927881883872,0.07952020673570885,0.9015630905115927,0.1882959882529368,0.2600109367602952,-0.6866210659315222,18,0
2026-01-16,PEP,2025-09-30,2025-12-01,defensive,RF,-0.03399657502304097,-0.024599292629951537,-1.7524091069096295,-0.025053266901566618,-0.03544088851776428,0.010797176826671888,-0.09592838599800713,-0.35896665119715515,-0.2940762757997094,-0.8726594290482893,0.9319353013426006,-0.02242091251725692,-0.030960205369864848,-1.0638295462937235,19,0
2026-01-16,INTU,2025-09-30,2025-12-01,growth_tech,Stacking,0.026242889258774865,0.008131279215396442,-0.5660577753245,-0.17325856263597617,-0.19072306676872464,0.021911867911776826,-0.20061127407823942,-1.6524819799458967,-1.2345893774037533,1.0685620469935042,-0.9937607219579644,-1.3527594533144942,-1.867975286840241,-1.0868247799307964,20,0
2026-01-23,TSLA,2025-09-30,2025-12-01,cyclical,RF,0.24304363650000047,0.18968963578861464,3.7035993048749867,-0.07517093702842659,-0.007426762232916384,0.023090838489913383,-0.16499775729647537,-0.6379146306932555,-0.001761165850358013,0.8898002644002456,-0.1833623445654873,-0.4075885344415131,-0.5466507128342206,2.0034992977913038,1,1
2026-01-23,AMAT,2025-09-30,2025-12-01,growth_tech,Stacking,0.0506727669886239,0.06292579162401028,-0.08493766044962264,0.23882725431936125,0.39632530230902896,0.030232685650280772,-0.09769209686654512,2.270213935192212,2.677895768305063,2.0778839082694005,0.9229424951845443,1.6259607562617013,2.1807105238345965,0.821321613264065,2,1
2026-01-23,GOOGL,2025-09-30,2025-12-01,growth_tech,Stacking,0.07018480401194714,0.08557875077180907,0.29933088145282377,0.04320021372970473,0.21864495223724356,0.011059285684251983,-0.08201186250738468,0.4583927187818075,1.4986513162099862,-1.111711498282032,1.1806789032243028,0.9927096632509532,1.3314050793826306,0.7121605606247465,3,1
2026-01-23,AMD,2025-09-30,2025-12-01,growth_tech,Stacking,0.07505881327442997,0.1126243668211562,0.39531924137006536,0.20837598906990684,3.8430498443542405e-05,0.027406426874340233,-0.2505201427224757,1.9881862140796152,0.047784476696609235,1.607720972877784,-1.5890959529928368,0.41193131124470794,0.5524751701840803,0.45818161289567133,4,1
2026-01-23,COST,2025-09-30,2025-12-01,defensive,RF,0.04966891155153702,0.038947853266654925,-0.1047075114717953,0.15028253895239607,0.05892466308174016,0.012496594807536246,-0.09645600053195391,1.4501473768098418,0.4386057636345154,-0.8726076050995709,0.9432602418438938,0.9587881329453422,1.2859101079713315,0.4515395363054555,5,1
2026-01-23,TXN,2025-09-30,2025-12-01,growth_tech,Stacking,0.05620349503492359,0.031545503025532995,0.023984068197680616,0.09165346082998749,0.15126275074230522,0.024106826685147714,-0.07316163294121458,0.907147762234169,1.051443241424251,1.0588152166972584,1.3261503500448262,0.7046569918920493,0.9450738045151781,0.3924199627246796,6,0
2026-01-23,CSCO,2025-09-30,2025-12-01,growth_tech,Stacking,0.056077392911248275,0.049238557146736694,0.02150062276665803,-0.03884733666258544,0.05041511729762882,0.009431445626242888,-0.0810903739181279,-0.30149963611543823,0.3821288676147354,-1.3825112093831213,1.1958254344307013,0.34010447406952043,0.45614225494090643,0.1953572756363574,7,0
