date,AMAT,AMD,AMZN,COST,CSCO,GOOGL,ISRG,META,NFLX,QQQ,TSLA,TXN
2026-04-15,0.37807238262840365,0.0,0.0,0.0,0.0,0.013834900941555206,0.0,0.0,2.4547815132211473e-07,0.6080924709518898,0.0,0.0
2026-04-16,0.3743770806296513,0.0,0.0,0.0,0.0,0.013807671759156172,0.0,0.0,2.4597960312280593e-07,0.6118150016315894,0.0,0.0
2026-04-17,0.37550522047290574,0.0,0.0,0.0,0.0,0.013832796130174255,0.0,0.0,2.1878279622640779e-07,0.6106617646141237,0.0,0.0
2026-04-20,0.0,0.0,0.0,0.0,0.14558869440476385,0.25440935842335727,0.0,0.0,1.9471718789604473e-06,0.6,0.0,0.0
2026-04-21,0.0,0.0,0.0,0.0,0.14931694460159162,0.25125669837366443,0.0,0.0,1.9063991526904136e-06,0.5994244506255914,0.0,0.0
2026-04-22,0.0,0.0,0.0,0.0,0.14720022378114753,0.2526534808356704,0.0,0.0,1.8906640163404724e-06,0.6001444047191657,0.0,0.0
2026-04-23,0.0,0.0,0.0,0.0,0.14604691361165864,0.25377578030494397,0.0,0.0,1.8929068698504962e-06,0.6001754131765276,0.0,0.0
2026-04-24,0.0,0.0,0.0,0.0,0.1443860670230873,0.2537659273003106,0.0,0.0,1.8549252303268468e-06,0.6018461507513718,0.0,0.0
2026-04-27,0.0,0.0835819306532732,0.0,0.0,0.0,1.8912281582205544e-07,0.0,0.0,0.0,0.6,0.0,0.31641788022391104
2026-04-28,0.0,0.08188987505105798,0.0,0.0,0.0,1.91534533391185e-07,0.0,0.0,0.0,0.6025033449580587,0.0,0.31560658845635003
2026-04-29,0.0,0.08437957920594916,0.0,0.0,0.0,1.893067128764662e-07,0.0,0.0,0.0,0.5988620658573014,0.0,0.3167581656300366
2026-04-30,0.0,0.08665957966157521,0.0,0.0,0.0,2.03307938478319e-07,0.0,0.0,0.0,0.5903441252225432,0.0,0.32299609180794303
