strategy_name,total_return,annual_return,annual_volatility,max_drawdown,sharpe_ratio,sortino_ratio,skewness,kurtosis
FRG_Portfolio,0.12844578824527764,0.4630067902950412,0.25800330285629025,-0.14348654755240098,1.7945769886245968,2.5355835528810844,-0.3204167215239196,0.5569907677271879
