Date,FinRL-only,FinRL + no-lookahead FinRobot,SPY
2026-03-11,0.0038708046551778415,0.0018527329766087686,-0.0012551629285171284
2026-03-12,-0.021153306447405956,-0.02104107596452957,-0.015184948869363502
2026-03-13,-0.005284131941981951,-0.004958353645074715,-0.005660109501006372
2026-03-16,0.012359034455910618,0.013091620419870584,0.010176866111483163
2026-03-17,0.0038991558718163293,0.0036944354687198774,0.00263055486997521
2026-03-18,-0.010737956952482293,-0.010040842057651761,-0.013953645387120184
2026-03-19,-0.0032193860030482542,0.0001253501103068008,-0.0024643404851918405
2026-03-20,-0.012024959311235222,-0.010292668823966554,-0.01433577587250423
2026-03-23,0.012032594264448188,0.010412845957294142,0.01050001924493782
2026-03-24,0.0008096369530967602,0.0010478508739871998,-0.0033568497522664664
2026-03-25,0.011749873567930436,0.014212098128225551,0.0055727589473859585
2026-03-26,-0.029793905406554928,-0.0311793881164263,-0.017858744158138706
2026-03-27,-0.019531628205850693,-0.018739254392204405,-0.017051883523327982
2026-03-30,-0.010204275050839843,-0.00980816834395728,-0.0033434623831846144
2026-03-31,0.036096118602814815,0.03586018994756429,0.02906792569891481
2026-04-01,0.015326359617815082,0.014752845102769047,0.007534463782890022
2026-04-02,-0.0014117097456833364,0.0039715322519545135,0.0009004744280911581
2026-04-06,0.00705105750443379,0.010671741246228016,0.004726797348638012
2026-04-07,0.0017154243360183858,0.003879221499464468,0.0004400741058487867
2026-04-08,0.03550830268315006,0.04083387111302643,0.025469554638327674
2026-04-09,0.016383283096327177,0.019572158771473797,0.00576909117108837
2026-04-10,0.0020746454614437378,0.0031749022956897056,-0.0006617805145495703
2026-04-13,0.004321309238650151,0.0038869473628949255,0.009772397784351794
2026-04-14,0.021818649824187585,0.0215419498312356,0.01218488075237012
2026-04-15,0.01093007064372336,0.0040667818551145644,0.007890994867038925
2026-04-16,0.00976266287021951,0.014255309242833868,0.002457311622604319
2026-04-17,0.006995458187845639,0.004380034663345791,0.012085685130224011
2026-04-20,-0.008603051665079868,-0.007428444861002784,-0.001999667552905704
2026-04-21,-0.0010669172683936254,0.0020456614431424605,-0.006546949154936255
2026-04-22,0.021436305623406978,0.02272154060195757,0.010126696838070659
2026-04-23,0.011205407188513301,0.01955344439279288,-0.0038807239498251933
2026-04-24,0.021849868626751975,0.02623917129676024,0.007749297960024215
2026-04-27,-0.012087239090774462,-0.01358359408703273,0.0017228064887020444
2026-04-28,-0.013955952869407805,-0.014661900610790674,-0.004865948728146163
2026-04-29,0.006462070272538695,0.007964317234491106,-0.00015454109399481997
2026-04-30,0.02128424595763662,0.018742504320996268,0.009949627427204177
